course_dept,course_id,course_title,course_num
FEP,687,Exchange Study I - Not included in GPA,200
FEP,688,Exchange Study - No GPA,201
FEP,689,Exchange Study - No GPA,202
FEP,690,Exchange Study - Not included in GPA,203
FEP,691,Exchange Study Summer - No GPA,204
FEP,692,Exchange Study I - Not Included in GPA,205
FEP,693,Exchange Study I - No GPA,206
FEP,694,Exchange Study - No GPA,209
FEP,695,FEP Formal Exchange Program - Not Included in GPA,221
FEP,696,FEP Formal Exchange Program - Not Included in GPA,222
FEP,697,FEP Formal Exchange Program - Not Included in GPA,224
FEP,698,FEP Formal Exchange Program - Not Included in GPA,225
FNLG,699,Advanced Grammar of a First Nations Language,300
FNST,700,Introduction to First Nations Studies,101
FNST,701,Canadian Aboriginal Peoples' Perspectives on History,201W
FNST,702,Selected Topics in First Nations Studies,222
FNST,703,Special Topics in First Nations Studies,322
FNST,704,Ethnobotany of British Columbia First Nations,332
FNST,705,Directed Readings in First Nations Studies,442
FNST,706,Directed Studies in First Nations Studies,447
FREN,707,French for Beginners,120
FREN,708,Introductory French I,121
FREN,709,French Writing I,221
FREN,710,French Writing II,222
FREN,711,French Linguistics Today,275
FREN,712,Advanced French: Oral Practice,300
FREN,713,Francophone World,330
FREN,714,Survey of French Literature to 1600,341
FREN,715,Topics in Québécois Literature,430
FREN,716,Thesis Proposal,896
FREN,717,MA Project,897
FREN,718,MA Thesis,898
FREN,719,Extended Essays,998
FREN,720,Field Examination,999
GA,721,Studies in Asian Cultures,202
GEOG,722,Our World: Introducing Human Geography,100
GEOG,723,"Climate Change, Water, and Society",104
GEOG,724,Canada,162
GEOG,725,Economic Worlds,221
GEOG,726,Geographical Information Science I,255
GEOG,727,Geography Practicum I,302
GEOG,728,Geography Practicum II,303
GEOG,729,Geography of Natural Hazards,312
GEOG,730,Cities and Crisis,364
GEOG,731,Health Geography,386
GEOG,732,Geography Practicum III,402
GEOG,733,Geography Practicum IV,403
GEOG,734,Directed Readings,404
GEOG,735,Directed Readings,405
GEOG,736,Geography Practicum V,409
GEOG,737,"Cities, Transportation, Infrastructure",424
GEOG,738,Honours Essay,491
GEOG,739,Doctoral Qualifying Exams,671
GEOG,740,Msc Thesis Proposal,677
GEOG,741,MA Thesis Proposal,678
GEOG,742,PhD Thesis Proposal,679
GEOG,743,Directed Readings,691
GEOG,744,MSc Thesis,697
GEOG,745,MA Thesis,698
GEOG,746,PhD Thesis,699
GERM,747,Introductory German I,102
GERO,748,Introduction to Gerontology,300
GERO,749,Research Methods in Gerontology,301
GERO,750,Nutrition and Aging,407
GERO,751,Sociology of Aging,420
GERO,752,MA Practicum,850
GERO,753,Directed Studies,889
GERO,754,Project Proposal,896
GERO,755,Thesis Proposal,897
GERO,756,MA Project,898
GERO,757,MA Thesis,899
GERO,758,Comprehensive Examination I,994
GERO,759,Comprehensive Examination II,995
GERO,760,Thesis Proposal,996
GERO,761,PhD Thesis,998
GRAD,762,CoPhD Research - Semester away,700
GRAD,763,Visiting Graduate Research,800
GRAD,764,Dual Degree Enrollment,850
GSWS,765,Gender Talk,101
GSWS,766,"Colonizing Women: Canadian Women in Historical Perspective, 1600-1870s",201
GSWS,767,Gender Today,210
GSWS,768,"Race, Class and Gender",314
GSWS,769,Disciplining Sex: Feminist Science Studies and Sociobiology,316
GSWS,770,"Special Topics in Gender, Sexuality, and Women's Studies",318
GSWS,771,"Special Topics in Gender, Sexuality, and Women's Studies",319
GSWS,772,"Special Topics in Gender, Sexuality, and Women's Studies",320
GSWS,773,Feminist Currents,398W
GSWS,774,"Gender, Sex and Numbers",399
GSWS,775,Selected Topics Graduate Seminar II,831
GSWS,776,Directed Studies,840
GSWS,777,Directed Studies II,844
GSWS,778,MA Thesis,898
GSWS,779,PhD Comprehensive Examination,997
GSWS,780,PhD Thesis,998
GSWS,781,MA Field Exam,999
HIST,782,Canada since Confederation,102W
HIST,783,The Americas from Colonization to Independence,104
HIST,784,Making History: Introduction to Historical Research,200
HIST,785,"Japan from 1603 to 1867: Peasants, Merchants, Warriors",236
HIST,786,A Brief History of Modern India - from British Colony to Independent Republic,243
HIST,787,History of Greek Civilization,277
HIST,788,Problems in History,299
HIST,789,Controversies in Canadian History,330W
HIST,790,The Making of Imperial Russia,334
HIST,791,World War II,338
HIST,792,"Development, Aid and Difference in Historical Perspective",358
HIST,793,The Asia-Pacific War in Modern Japanese History,371
HIST,794,Popular Culture in Great Britain and Europe,407
HIST,795,Problems in Modern French History,417W
HIST,796,Themes in Russian Imperial History,420
HIST,797,Problems in the Cultural History of Canada,424
HIST,798,Problems in the History of Sexuality,454
HIST,799,Problems in World History,472W
HIST,800,Studies in History II,486
HIST,801,Studies in History,489
HIST,802,Honours Essay,498
HIST,803,Historical Methods,814
HIST,804,Comprehensive Field 1,860
HIST,805,Comprehensive Field 2,861
HIST,806,Comprehensive Field 3,862
HIST,807,Supervised Readings,897
HIST,808,MA Thesis,898
HIST,809,PhD Thesis,899
HS,810,War and Society,216
HS,811,History of Greek Civilization,277
HS,812,Selected Topics in Hellenic Studies,307
HSCI,813,Foundations of Health Science,130
HSCI,814,Global Perspectives on Health,160
HSCI,815,"Ecological Determinants of Human Growth, Development and Health",216
HSCI,816,The Canadian Health System,305
HSCI,817,Sickness and Wealth: Health in Global Perspective,308
HSCI,818,Applied Health Ethics,319W
HSCI,819,Exploratory Strategies in Epidemiology,330
HSCI,820,Co-op Practicum I,350
HSCI,821,Co-op Practicum II,351
HSCI,822,The Global HIV/AIDS Epidemic,431
HSCI,823,Cell Pathophysiology Laboratory,440
HSCI,824,Co-op Practicum III,450
HSCI,825,Co-op Practicum IV,451
HSCI,826,Co-op Practicum V,452
HSCI,827,Senior Seminar in Social Health Science,481
HSCI,828,Senior Seminar in Environmental Health,483
HSCI,829,Senior Seminar in Global Health,486
HSCI,830,Directed Research in Health Sciences,489
HSCI,831,Research Proposal,490
HSCI,832,Independent Research,491
HSCI,833,Honours Research Thesis,492
HSCI,834,Extended Independent Research,493
HSCI,835,Independent Laboratory Research,494
HSCI,836,Special Topics in Experiential Global Health Learning,496
HSCI,837,Program Planning and Evaluation,826
HSCI,838,Practicum,880
HSCI,839,Special Topics in Experiential Global Health Learning,885
HSCI,840,MSc Thesis Proposal,886
HSCI,841,MSc Thesis,887
HSCI,842,Directed Studies in Health Sciences,893
HSCI,843,Directed Studies in Health Sciences,894
HSCI,844,MPH Project,897
HSCI,845,MPH Thesis,898
HSCI,846,Comprehensive Exam and Thesis Proposal,983
HSCI,847,PhD Thesis,990
HUM,848,Introduction to the Humanities,101W
HUM,849,Classical Mythology,102W
HUM,850,Introduction to Religious Studies,130
HUM,851,Studies in Modern Culture,240
HUM,852,Literatures and the Arts Across Cultures,309
HUM,853,Special Topics in Asian Religious Traditions,331
HUM,854,Great Cities in Their Time,340
HUM,855,Selected Topics in Asian Cultures,382
IAT,856,Digital Image Design,100
IAT,857,Graphic Design,102
IAT,858,Design Communication and Collaboration,103W
IAT,859,Visual Communication Design,110
IAT,860,"Digital Games: Genre, Structure, Programming and Play",167
IAT,861,Drawing as Inquiry,208
IAT,862,Introduction to Game Studies: Theory and Design,210
IAT,863,Interactive Arts,222
IAT,864,Information Design,235
IAT,865,Multimedia Programming for Art and Design,265
IAT,866,Introduction to Technological Systems,267
IAT,867,Co-op Practicum I,271
IAT,868,Co-op Practicum II,272
IAT,869,Writing Methods for Research,309W
IAT,870,Foundations of Game Design,312
IAT,871,Narrative and New Media,313
IAT,872,Interaction Design Methods,333
IAT,873,Interface Design,334
IAT,874,Materials in Design,336
IAT,875,Web Design and Development,339
IAT,876,Animation,343
IAT,877,Co-op Practicum III,373
IAT,878,Co-op Practicum IV,374
IAT,879,Co-op Practicum V,375
IAT,880,Directed Studies,386
IAT,881,Directed Studies,387
IAT,882,Business of Design III: Refinement and Production,430
IAT,883,Design Evaluation,432
IAT,884,Special Topics in Interactive Arts and Technology (Arts),480
IAT,885,Directed Studies,486
IAT,886,Directed Studies,487
IAT,887,Honours Project I,490
IAT,888,Honours Project II,491
IAT,889,Special Topics VIII,888
IAT,890,PhD Comprehensive Exam,890
IAT,891,MA Thesis,897
IAT,892,MSc Thesis,898
IAT,893,PhD Thesis,899
INS,894,Comprehensive Exam,890
INS,895,Directed Readings,891
INS,896,Directed Readings,892
INS,897,Directed Readings,893
INS,898,Directed Readings,894
INS,899,Directed Readings,895
INS,900,Special Topics,896
INS,901,President's Dream Colloquium,897
INS,902,Master's Thesis,898
INS,903,PhD Thesis,899
IS,904,Global Challenges of the 21st Century: An Introduction to International Studies,101
IS,905,Around the World through Film,105
IS,906,Security and Global Governance: Interdisciplinary Perspectives,200
IS,907,Global History from the Revolutionary Age to the Present,265
IS,908,"Returning from Abroad: Discussion Seminar to Unpack the Experience of Work, Study & Research Abroad",301
IS,909,Special Topics in International Security and Conflict,309
IS,910,Seminar on Global Problems in Interdisciplinary Perspective,350W
IS,911,"Development, Aid and Difference in Historical Perspective",358
IS,912,Directed Readings,428
IS,913,Inside Diplomacy: A Practitioner's Perspective,444
IS,914,Seminar on Core Texts in International Studies,451
IS,915,Honours Seminar,490
IS,916,Field Practice,497
IS,917,Honours Essay,499
IS,918,Special Topics in Governance and Conflict,808
IS,919,Directed Readings,820
IS,920,MA Extended Essays,880
IS,921,Thesis Prospectus,886
IS,922,MA Thesis,898
ITAL,923,Introductory Italian I,100
ITAL,924,Intermediate Italian II,201
JAPN,925,Introduction to Japanese I,100
JAPN,926,Introduction to Japanese II,101
JAPN,927,Advanced Beginners' Japanese I,200
JAPN,928,Advanced Beginners' Japanese II,201
LBRL,929,Co-op I,750
LBRL,930,Co-op II,751
LBRL,931,Co-op III,752
LBST,932,Introducing Labour Studies,101
LBST,933,Special Topics in Labour Studies,230
LBST,934,"Labour Movements: Issues, Images and Popular Culture",301W
LBST,935,The Political Economy of Labour Markets: Critical and Radical Approaches,306
LBST,936,The Labour Process: Technological Change and the Future of Work,308
LBST,937,Labour and the Environment,311
LBST,938,Selected Topics in Labour Studies,330
LING,939,Communication and Language,100
LING,940,Introduction to English Vocabulary Analysis,111
LING,941,"Language, Culture and Society",160
LING,942,Introduction to English Sentence Analysis,200
LING,943,Introduction to Linguistics,220
LING,944,Interdisciplinary Topics in Linguistics,280
LING,945,Writing for Linguistics,282W
LING,946,Sociolinguistics,309W
LING,947,Phonology,321
LING,948,Morphology,323
LING,949,First Language Acquisition,350
LING,950,Introduction to Teaching English as a Second Language to Adults,362
LING,951,Topics in Phonetics,401
LING,952,Neurolinguistics,415
LING,953,Topics in Linguistics I,480
LING,954,Discourse and Pragmatics,803
LING,955,Topics in Linguistics III,812
LING,956,First Nations Linguistics MA Project,893
LING,957,MA Thesis,898
LING,958,PhD Thesis,899
LS,959,Directed Study,829
LS,960,Extended Essays (Completion),990
LS,961,MA Project (Completion),991
LS,962,MA Extended Essays,998
LS,963,MA Project,999
MACM,964,Numerical Analysis I,316
MASC,965,Directed Studies,400
MASC,966,Directed Studies in Marine Sciences,401
MASC,967,Marine Invertebrate Zoology,410
MASC,968,Crustacean Biology,417
MASC,969,Subtidal Science,419
MASC,970,Marine Ecology,430
MASC,971,Special Topics in Marine Biology,471
MASC,972,Special Topics in Marine Biology,476
MASC,973,Special Topics in Marine Biology,477
MASC,974,Special Topics in Marine Biology,478
MASC,975,Special Topics,504
MATH,976,Calculus I with Review,150
MATH,977,Calculus II,152
MATH,978,Calculus II for the Biological Sciences,155
MATH,979,Calculus I for the Social Sciences,157
MATH,980,Principles of Mathematics for Teachers,190
MATH,981,Applied Linear Algebra,232
MATH,982,Algebra I: Linear Algebra,240
MATH,983,Calculus III,251
MATH,984,Vector and Complex Analysis for Applied Sciences,254
MATH,985,Introduction to Ordinary Differential Equations,310
MATH,986,Job Practicum I,336
MATH,987,Job Practicum II,337
MATH,988,Elementary Number Theory,342
MATH,989,Linear Analysis,419
MATH,990,Job Practicum III,436
MATH,991,Job Practicum IV,437
MATH,992,Continuous Mathematical Models,461
MATH,993,Linear Analysis,719
MATH,994,Continuous Mathematical Models,761
MATH,995,Supplementary Reading,877
MATH,996,PhD Thesis Proposal,879
MATH,997,MSc Project,880
MATH,998,Co-op I,890
MATH,999,Co-op II,891
MATH,1000,Reading,894
MATH,1001,Reading,895
MATH,1002,MSc Thesis,898
MATH,1003,PhD Thesis,899
MBB,1004,Practicum I,151
MBB,1005,Biochemistry of the Cell,201
MBB,1006,Molecular Biology and Biochemistry,222
MBB,1007,Cellular Biology and Biochemistry,231
MBB,1008,Data Analysis for Molecular Biology and Biochemistry,243
MBB,1009,Practicum II,251
MBB,1010,Molecular Biology Laboratory,308
MBB,1011,Intermediary Metabolism,321
MBB,1012,Molecular Biology,331
MBB,1013,Introductory Genomics and Bioinformatics,342
MBB,1014,Practicum III,351
MBB,1015,Developmental Biology of Cell Signalling,402
MBB,1016,RNA-mediated Gene Regulation,429
MBB,1017,Advanced Molecular Biology Techniques,432
MBB,1018,Practicum IV,451
MBB,1019,Practicum V,452
MBB,1020,Forensic Genomics,463
MBB,1021,Directed Research - Honours Thesis,481
MBB,1022,Directed Research - Honours Research Performance,482
MBB,1023,Directed Research - Honours Thesis Defense,483
MBB,1024,Directed Readings in Molecular Biology and Biochemistry,490
MBB,1025,Directed Research I,491
MBB,1026,Directed Research II,492
MBB,1027,Directed Research for MBB-BUS and MBB-CS Joint Honours,496
MBB,1028,Directed Research,498
MBB,1029,Developmental Biology of Cell Signalling,702
MBB,1030,RNA-mediated Gene Regulation,729
MBB,1031,PhD Graduate Research Candidacy Examination,806
MBB,1032,Directed Readings in Molecular Biology and Biochemistry,871
MBB,1033,Directed Readings in Molecular Biology and Biochemistry,872
MBB,1034,Directed Readings in Molecular Biology and Biochemistry,873
MBB,1035,MSc Thesis,898
MBB,1036,PhD Thesis,899
MSE,1037,Mechatronics Design I,110
MSE,1038,Mechatronics for non-Engineers,111
MSE,1039,Optional Job Practicum,193
MSE,1040,Industrial Internship I,293
MSE,1041,Special Internship I,294
MSE,1042,The Business of Engineering I,300
MSE,1043,Introduction to Microelectromechanical Systems,311
MSE,1044,Mechatronics Design II,312
MSE,1045,Power Electronics and Electric Machinery,353
MSE,1046,Feedback Control Systems,381
MSE,1047,Industrial Internship II,393
MSE,1048,Special Internship II,394
MSE,1049,Technology Entrepreneurship II,404
MSE,1050,"The Business of Engineering II, Entrepreneurship for Engineers",405W
MSE,1051,Capstone Design Technical Project II,411
MSE,1052,Power Conversion in Alternative Energy Systems,452
MSE,1053,Industrial Control Systems,481
MSE,1054,Directed Studies in Mechatronic Systems Engineering,486
MSE,1055,Directed Studies in Mechatronic Systems Engineering,487
MSE,1056,Directed Studies in Mechatronic Systems Engineering,489
MSE,1057,Special Topic in Mechatronic Systems Engineering,491
MSE,1058,Industrial Internship III,493
MSE,1059,Special Internship III,494
MSE,1060,Special Project Laboratory,495
MSE,1061,Special Project Laboratory,496
MSE,1062,Special Project Laboratory,497
MSE,1063,Mechatronic Systems Engineering  Thesis Proposal,498
MSE,1064,Mechatronic Systems Engineering  Undergraduate Thesis,499
MSE,1065,Introduction to MEMS,711
MSE,1066,Graduate Co-op I,793
MSE,1067,Microdevice Engineering and Characterization,811
MSE,1068,Advanced Conduction Heat Transfer,821
MSE,1069,PhD Qualifying Examination,890
MSE,1070,Directed Studies I,891
MSE,1071,Directed Studies II,892
MSE,1072,Special Topics II,894
MSE,1073,Special Topics III,895
MSE,1074,MASc Thesis,898
MSE,1075,PhD Thesis,899
NEUR,1076,Translational and Integrative Neuroscience Workshop,802
NUSC,1077,Directed Study in Advanced Topics in Nuclear,482
ONC,1078,Seminars in Oncology,510
ONC,1079,Rotation in Oncology,548
PHIL,1080,Knowledge and Reality,100W
PHIL,1081,Critical Thinking,105
PHIL,1082,Introduction to Logic and Reasoning,110
PHIL,1083,Moral and Legal Problems,120W
PHIL,1084,Great Works in the History of Philosophy,150
PHIL,1085,Introduction to Existentialism,280
PHIL,1086,Introduction to Philosophy,300
PHIL,1087,Social and Political Philosophy,320
PHIL,1088,Topics in Moral Philosophy,321
PHIL,1089,Topics in Law and Philosophy,326
PHIL,1090,Selected Topics,331
PHIL,1091,Topics in the Philosophy of Mind,343
PHIL,1092,Topics in the History of Philosophy,357
PHIL,1093,Advanced Topics in Ethical Theory,421W
PHIL,1094,Selected Topics,435
PHIL,1095,Contemporary Issues in Epistemology and Metaphysics,455W
PHIL,1096,Seminar II,467W
PHIL,1097,Honours Tutorial I,477
PHIL,1098,Honours Tutorial II,478
PHIL,1099,Selected Topics in Epistemology,802
PHIL,1100,Selected Topics in Metaphysics,803
PHIL,1101,Selected Topics in Logic I,812
PHIL,1102,Selected Topics Meta-Ethics,823
PHIL,1103,MA Thesis,898
PHIL,1104,Professional Paper Project Completion,899
PHYS,1105,Introduction to Physics,100
PHYS,1106,Physics for the Life Sciences I,101
PHYS,1107,Physics for the Life Sciences II,102
PHYS,1108,"Optics, Electricity and Magnetism",121
PHYS,1109,Physics Laboratory II,133
PHYS,1110,Practicum I,335
PHYS,1111,Practicum II,336
PHYS,1112,Practicum III,435
PHYS,1113,Practicum IV,436
PHYS,1114,Practicum V,437
PHYS,1115,MSc Thesis,898
PHYS,1116,PhD Thesis,899
PLCY,1117,Advanced Policy Analysis II,809
PLCY,1118,Co-op,850
POL,1119,Introduction to Politics and Government,100
POL,1120,Politics of Prosperity and Inequality,131
POL,1121,"War, International Cooperation and Development",141
POL,1122,"Science, Policy, and Innovation",150
POL,1123,Justice and Law,151
POL,1124,Investigating Politics: Research Design and Qualitative Methods,200W
POL,1125,Introductory Quantitative Methods in Political Science,201
POL,1126,Introduction to Political Philosophy,210
POL,1127,Introduction to Canadian Government,221
POL,1128,US Politics,232
POL,1129,Identity Politics,310
POL,1130,Contemporary Perspectives on Ancient Political Thought,311
POL,1131,"Migration, Identity, and Citizenship",317
POL,1132,The Canadian Federal System,321
POL,1133,Developing Countries in Global Politics,342
POL,1134,International Law,344
POL,1135,Human Rights Theories,417
POL,1136,Democracy in a Global World,430W
POL,1137,Theories of Global Political Economy,447
POL,1138,Selected Topics in International Relations,448
POL,1139,Selected Topics in Public Policy,460
POL,1140,"NATO Field School, Simulation and Experiential Learning Program",484
POL,1141,Directed Readings in Political Science,498
POL,1142,International Political Economy,844
POL,1143,Issues in Social and Economic Policy,856
POL,1144,"NATO Field School, Simulation, and Experiential Learning Program",880
POL,1145,PhD Seminar,890
POL,1146,Master's Seminar,891
POL,1147,Research Project,892
POL,1148,Readings in Political Sciences,893
POL,1149,Readings in Political Science II,894
POL,1150,Extended Essays,895
POL,1151,PhD Comprehensive Exam,896
POL,1152,Field Exam in Major Areas of MA Concentration,897
POL,1153,MA Thesis,898
POL,1154,PhD Thesis Research,899
PSYC,1155,Introduction to Psychology I,100
PSYC,1156,Psychological Issues in Contemporary Society,106
PSYC,1157,Introduction to Research Methods in Psychology,201W
PSYC,1158,Introduction to Data Analysis in Psychology,210
PSYC,1159,Introduction to Biological Psychology,280
PSYC,1160,Critical Analysis of Issues in Psychology,300W
PSYC,1161,Learning and Memory,325
PSYC,1162,Developmental Disabilities,359
PSYC,1163,Close Relationships,362
PSYC,1164,Intervention: Process and Outcome,371
PSYC,1165,Experimental Psychology and Law,376
PSYC,1166,Clinical Forensic Psychology,379
PSYC,1167,Psychopharmacology,383
PSYC,1168,Evolution and Psychology,385
PSYC,1169,Biological Rhythms and Sleep,388
PSYC,1170,Selected Topics in Psychology,391
PSYC,1171,Research Engagement,393
PSYC,1172,Advanced Topics in History and Theoretical Psychology,402
PSYC,1173,Field School I,425
PSYC,1174,Field School II,426
PSYC,1175,Advanced Topics in Developmental Psychology,450
PSYC,1176,Directed Studies,493
PSYC,1177,Directed Studies,494
PSYC,1178,Directed Studies,495
PSYC,1179,Proseminar in History and Systems,705
PSYC,1180,Clinical Practice,825
PSYC,1181,Junior Practicum,880
PSYC,1182,Senior Practicum,881
PSYC,1183,Neuropsychology Practicum,882
PSYC,1184,Internship,886
PSYC,1185,Practicum in Clinical Forensic Psychology,890
PSYC,1186,Research/Policy Practicum in Law and Psychology,892
PSYC,1187,MA Thesis Proposal,895
PSYC,1188,PhD Thesis Proposal,896
PSYC,1189,Research Project/Law & Psyc/Forensic Psyc,897
PSYC,1190,MA Thesis,898
PSYC,1191,PhD Thesis,899
PSYC,1192,Research Comprehensive Examination 1,991
PSYC,1193,Research Comprehensive Examination 2,992
PSYC,1194,Research Comprehensive Examination 3,993
PSYC,1195,Directed Studies,997
PSYC,1196,Directed Readings,998
PSYC,1197,PhD Clinical Comprehensive Examination,999
PUB,1198,Graphic Design Fundamentals,231
PUB,1199,Graphic Design in Transition: Print and Digital Periodicals,332
PUB,1200,The Book Publishing Process,372
PUB,1201,Design Awareness in Publishing Processes and Products,438
PUB,1202,Special Topics in Publishing,480
PUB,1203,Directed Readings in Publishing,484
PUB,1204,Internship Project Report (Completion),897
PUB,1205,Publishing Internship or Project,899
REM,1206,Global Change,100
REM,1207,"Sustainable Communities, Sustainable World",281
REM,1208,Environmental and Planning Law,319
REM,1209,Building Sustainable Communities: Concepts and Cases,381
REM,1210,Special Topics,463
REM,1211,MRM Thesis,697
REM,1212,Research Project,699
REM,1213,Thesis Proposal,898
REM,1214,PhD Thesis,899
SA,1215,Perspectives on Canadian Society (SA),100W
SA,1216,Introduction to Anthropology (A),101
SA,1217,Introduction to Sociology (S),150
SA,1218,Anthropology and Contemporary Life (A),201W
SA,1219,Violence in War and Peace (SA),203
SA,1220,Introduction to Sociological Theory (S),250
SA,1221,Understanding Quantitative Research in Sociology and Anthropology (SA),257
SA,1222,Global Problems and the Culture of Capitalism (SA),302W
SA,1223,Social Control (S),304
SA,1224,New Information Technology and Society (SA),315
SA,1225,Tourism and Social Policy (S),316
SA,1226,Technologies of Health and Expectation (A),318
SA,1227,Social Movements (S),321
SA,1228,"Food, Ecology and Social Thought (S)",326
SA,1229,Sociology of Knowledge (S),327
SA,1230,Gender Relations and Social Issues (S),335
SA,1231,"Race, Immigration and the Canadian State (S)",345
SA,1232,Classical Sociological Thought (S),350
SA,1233,"Games, Sports and Cultures (A)",352
SA,1234,Quantitative Methods (S),355
SA,1235,Ethnography and Qualitative Methods (SA),356W
SA,1236,The Philosophy of the Social Sciences (S),358
SA,1237,Special Topics in Anthropology (A),359
SA,1238,Urban Communities and Cultures (SA),364
SA,1239,Comparative Studies of Minority Indigenous Peoples (A),388
SA,1240,Sociology of Aging (S),420
SA,1241,Directed Readings in Anthropology (A),496
SA,1242,Directed Readings in Sociology (S),497
SA,1243,Field Study in Sociology and/or Anthropology (SA),498
SA,1244,Honours Essay (SA),499
SA,1245,Readings in Sociology I,853
SA,1246,Readings in Sociology II,854
SA,1247,Readings in Anthropology I,871
SA,1248,Readings in Anthropology II,872
SA,1249,PhD Qualifying Examinations,897
SA,1250,MA Thesis,898
SA,1251,PhD Thesis,899
SCI,1252,Science and its Impact on Society,300
SCI,1253,Sepcial Topics in Science Interdisciplinarity,390
SD,1254,"Sustainable Communities, Sustainable World",281
SD,1255,Building Sustainable Communities: Concepts and Cases,381
SEE,1256,Statics and Mechanics of Materials,221
SEE,1257,Electric Circuits,230
SEE,1258,"Measurement, Analysis and Forecasting",241
SEE,1259,Industrial Internship I,290
SEE,1260,Special Internship I,294
SEE,1261,Integrated Energy Solution II,310
SEE,1262,Heat and Mass Transfer for Energy Engineering,324
SEE,1263,Power Electronics,331
SEE,1264,Signals and Systems,341
SEE,1265,Directed Studies,891
SEE,1266,MASc Research Seminar,896
SEE,1267,PhD Research Seminar,897
SPAN,1268,Introductory Spanish I,102
SPAN,1269,Introductory Spanish II,103
STAT,1270,Chance and Data Analysis,100
STAT,1271,Statistics for the Life Sciences,201
STAT,1272,Introduction to Statistics for the Social Sciences,203
STAT,1273,Introduction to Probability and Statistics,270
STAT,1274,Statistics Communication,300W
STAT,1275,Analysis of Experimental and Observational Data,302
STAT,1276,Job Practicum I,336
STAT,1277,Job Practicum II,337
STAT,1278,Job Practicum III,436
STAT,1279,Job Practicum IV,437
STAT,1280,Job Practicum V,438
STAT,1281,Analysis of Experimental and Observational Data,604
STAT,1282,Co-op I,880
STAT,1283,Co-op II,881
STAT,1284,Co-op III,882
STAT,1285,Reading,894
STAT,1286,Reading,895
STAT,1287,PhD Comprehensive Exam,897
STAT,1288,MSc Project,898
STAT,1289,PhD Thesis,899
TEKX,1290,Introduction to 3D Printing and Laser Scanning Technologies,101
TRSS,1291,Policy Making and Decision Analysis in Security Studies,731
URB,1292,STT-International Field Studies,497
URB,1293,Urban Professional Development II,602
URB,1294,Global Cities,655
URB,1295,International Field Studies,691
URB,1296,Directed Readings I,693
URB,1297,Directed Readings II,694
URB,1298,Selected Topics in Urban Studies,695
URB,1299,Research Project,697
URB,1300,Research Project Completion,699
URB,1301,Co-operative Education I,701
URB,1302,Co-operative Education II,702
WL,1303,What is World Literature?,100
WL,1304,Modern World Literatures,104W
WL,1305,Creative Writing in World Literature,307
WL,1306,Interdisciplinary Approaches to World Literature,320
